,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
12326,Mahindra,Scorpio,8,122772.0,Dealer,Diesel,Manual,12.05,2179,120.0,7,6.5,18.815
12327,Maruti,Vitara,3,35000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.34,10.815
12328,Hyundai,Creta,3,60000.0,Individual,Diesel,Manual,21.38,1396,88.7,5,9.5,15.725
12329,Skoda,Rapid,4,20125.0,Dealer,Diesel,Manual,20.5,1598,103.5,5,8.0,12.28091836734694
12330,Maruti,Swift Dzire,8,38000.0,Dealer,Petrol,Manual,19.1,1197,85.8,5,3.95,8.62
12331,Maruti,Alto,1,5000.0,Individual,Petrol,Manual,22.05,796,47.3,5,3.73,4.195
12332,Maruti,Swift Dzire,10,89000.0,Dealer,Diesel,Manual,19.3,1248,73.9,5,3.6,8.329472891566265
12333,Maruti,Wagon R,2,17000.0,Individual,Petrol,Manual,20.52,1197,81.8,5,5.5,6.675
12334,Maruti,Baleno,1,2400.0,Individual,Petrol,Manual,21.01,1197,81.8,5,7.0,8.33
12335,Maruti,Vitara,3,62000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,9.75,10.815
12336,Hyundai,Grand,4,43000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,5.5,7.52
12338,Maruti,Wagon R,10,120000.0,Individual,LPG,Manual,26.2,998,58.2,5,2.5,6.185586145648313
12339,Maruti,Alto,10,33111.0,Dealer,Petrol,Manual,19.7,796,46.3,5,2.05,4.112027027027027
12340,Maruti,Wagon R,7,60000.0,Individual,LPG,Manual,14.6,998,61.6,5,3.5,6.185586145648313
12342,Hyundai,i20,4,80000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,7.5,11.12
12343,Honda,City,7,98000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.95,16.29
12344,Renault,Duster,6,90431.0,Dealer,Diesel,Manual,20.45,1461,83.8,5,5.0,14.16888888888889
12345,Hyundai,i10,7,63000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.95,7.138266666666667
12346,Honda,Amaze,7,80000.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.75,10.475
12348,Maruti,Celerio,5,29000.0,Dealer,Petrol,Manual,23.1,998,67.04,5,4.41,5.93
12349,Honda,City,5,58000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,6.25,15.245
12350,Honda,Amaze,4,21000.0,Dealer,Petrol,Automatic,18.1,1199,88.7,5,5.75,8.855
12352,Maruti,Celerio,3,20365.0,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,4.1,5.775
12353,Honda,Amaze,8,80000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,3.0,9.795
12354,Ford,Figo,11,89226.0,Dealer,Diesel,Manual,20.0,1399,68.0,5,3.0,9.61
12355,Honda,City,6,70500.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,6.5,16.88
12356,Maruti,Vitara,3,93550.0,Dealer,Diesel,Automatic,24.3,1248,88.5,5,8.75,10.815
12357,Maruti,Swift,9,85517.0,Dealer,Petrol,Manual,18.6,1197,85.8,5,4.25,7.746715686274511
12358,Skoda,Rapid,5,50000.0,Dealer,Petrol,Automatic,14.3,1598,103.52,5,6.45,12.405
12359,Maruti,Ciaz,3,50000.0,Individual,Petrol,Automatic,20.28,1462,103.25,5,9.0,11.935
12360,Maruti,Wagon R,10,66000.0,Dealer,Petrol,Manual,18.9,998,67.1,5,2.45,6.185586145648313
12361,Hyundai,Creta,3,67806.0,Dealer,Diesel,Manual,19.67,1582,126.2,5,12.95,17.84
12362,Hyundai,Santro,13,75000.0,Dealer,Petrol,Manual,17.92,1086,62.1,5,1.45,6.399390243902439
12363,Honda,Jazz,5,53044.0,Dealer,Petrol,Manual,18.7,1199,88.7,5,5.55,9.74
12365,Maruti,Wagon R,3,17000.0,Dealer,Petrol,Automatic,21.79,998,67.05,5,4.45,6.3
12366,Maruti,Celerio,4,40000.0,Individual,Petrol,Automatic,21.63,998,67.0,5,5.0,6.24
12367,Honda,Amaze,3,17716.0,Dealer,Diesel,Automatic,23.8,1498,78.9,5,8.8,10.425
12368,Hyundai,i20,4,40000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,5.9,10.810042134831459
12369,Toyota,Innova,3,38000.0,Dealer,Diesel,Manual,13.68,2393,147.51,8,17.75,25.415
12370,Renault,Duster,4,30000.0,Individual,Diesel,Manual,19.72,1461,108.45,5,11.5,14.16888888888889
12371,Maruti,Ertiga,3,37000.0,Dealer,CNG,Manual,17.5,1373,80.46,7,8.25,10.38372
12373,Hyundai,i20,5,55000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,5.0,10.34
12374,Maruti,Swift Dzire,13,50000.0,Individual,Diesel,Manual,19.3,1248,73.9,5,3.0,8.329472891566265
12375,Hyundai,Grand,6,61062.0,Dealer,Diesel,Manual,24.0,1120,70.0,5,3.37,7.071195054945055
12378,Maruti,Baleno,6,25800.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.75,8.89
12379,Hyundai,Verna,6,70000.0,Individual,Petrol,Manual,17.01,1591,121.4,5,5.25,14.583057553956834
12381,Ford,Ecosport,4,40423.0,Dealer,Petrol,Automatic,14.7,1496,120.69,5,8.95,11.718629283489095
12382,Hyundai,i10,8,72000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.75,7.138266666666667
12383,Volkswagen,Vento,6,50000.0,Individual,Petrol,Manual,16.09,1598,103.2,5,7.5,13.46
12384,Hyundai,i20,3,13000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,8.75,11.625
12385,Maruti,Baleno,3,22072.0,Dealer,Petrol,Manual,21.01,1197,81.8,5,8.4,9.31
12386,Hyundai,i20,9,39200.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,3.45,10.810042134831459
12387,Ford,Figo,5,68000.0,Dealer,Petrol,Manual,18.16,1196,86.8,5,5.25,7.7
12388,Renault,KWID,3,21000.0,Dealer,Petrol,Automatic,24.04,999,67.0,5,4.5,5.51
12389,Maruti,Swift Dzire,8,54000.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,4.75,8.329472891566265
12390,Hyundai,Grand,4,56000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,5.65,7.52
12391,Hyundai,Grand,5,44000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.1,6.525
12392,Mahindra,KUV,5,25000.0,Individual,Diesel,Manual,25.32,1198,77.0,6,4.7,7.8038333333333325
12393,Hyundai,i20,6,70000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,5.95,11.26
12394,Skoda,Rapid,6,65785.0,Dealer,Diesel,Manual,21.14,1498,103.52,5,6.25,12.28091836734694
12395,Hyundai,i20,9,71000.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,4.1,11.12
12396,Volkswagen,Polo,8,120000.0,Individual,Diesel,Manual,22.07,1199,73.9,5,3.75,9.283830409356725
12398,Hyundai,Grand,7,40000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.95,7.071195054945055
12399,Maruti,Swift Dzire,8,43000.0,Dealer,Petrol,Automatic,17.4,1197,85.8,5,4.45,8.62
12400,Hyundai,Verna,3,50000.0,Individual,Diesel,Automatic,22.0,1582,126.2,5,10.5,14.685
12401,Mahindra,XUV300,2,7900.0,Dealer,Petrol,Manual,17.0,1197,110.0,5,8.5,11.85
12402,Maruti,Swift,12,54000.0,Dealer,Petrol,Manual,16.1,1298,88.2,5,3.6,8.345
12403,Maruti,Wagon R,5,120000.0,Individual,Petrol,Manual,20.51,998,67.04,5,2.5,6.055
12404,Hyundai,i20,10,148000.0,Individual,Petrol,Manual,17.0,1197,80.0,5,2.1,10.24
12405,Maruti,Alto,6,35000.0,Individual,Petrol,Manual,23.95,998,67.05,5,2.75,4.112027027027027
12406,Honda,Amaze,7,53000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,4.85,9.1
12407,Mahindra,Scorpio,3,47000.0,Dealer,Diesel,Manual,16.36,2179,140.0,7,13.5,17.19
12408,Maruti,Wagon R,10,50000.0,Individual,Petrol,Manual,18.9,998,67.1,5,2.72,6.675
12409,Hyundai,Grand,8,77000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.25,7.071195054945055
12412,Maruti,Swift,4,40000.0,Individual,Petrol,Manual,21.21,1197,81.8,5,5.4,7.85
12413,Maruti,Alto,6,60000.0,Dealer,Petrol,Manual,23.95,998,67.05,5,2.85,4.112027027027027
12414,Maruti,Swift,5,52000.0,Dealer,Petrol,Automatic,22.0,1197,81.8,5,6.5,7.85
12415,Tata,Hexa,3,79000.0,Individual,Diesel,Manual,17.6,2179,153.86,7,15.5,14.1
12416,Honda,City,6,78000.0,Dealer,Diesel,Manual,25.6,1498,97.9,5,7.25,16.2
12417,Maruti,Swift,6,60000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,5.25,8.155
12418,Maruti,Ciaz,4,33000.0,Dealer,Petrol,Manual,20.73,1373,91.1,5,7.13,11.595719424460432
12419,Hyundai,Verna,11,110000.0,Individual,Petrol,Manual,16.2,1599,103.2,5,2.5,12.755
12420,Maruti,Ertiga,8,30000.0,Dealer,Petrol,Manual,16.02,1373,93.7,7,5.8,10.38372
12422,Hyundai,Creta,6,148000.0,Individual,Diesel,Manual,19.67,1582,126.2,5,9.5,15.725
12423,Volkswagen,Vento,6,53000.0,Dealer,Petrol,Automatic,16.93,1197,103.2,5,5.75,13.23
12424,Toyota,Innova,10,98000.0,Dealer,Diesel,Manual,12.99,2494,100.0,8,6.35,24.861428571428572
12425,Honda,WR-V,4,20000.0,Individual,Petrol,Manual,17.5,1199,88.7,5,7.5,11.439886363636363
12426,Honda,City,7,42000.0,Dealer,Petrol,Manual,17.4,1497,117.3,5,6.45,15.84
12429,Toyota,Innova,7,244400.0,Individual,Diesel,Manual,12.99,2494,100.6,8,9.0,24.861428571428572
12430,Tata,Tiago,2,10000.0,Individual,Petrol,Manual,23.84,1199,84.0,5,5.0,6.52
12431,Mahindra,KUV,5,23593.0,Dealer,Petrol,Manual,18.15,1198,82.0,6,4.75,8.335
12432,Maruti,Ciaz,3,20000.0,Individual,Diesel,Manual,28.09,1248,88.5,5,8.5,11.595719424460432
12433,Maruti,XL6,1,23000.0,Dealer,Petrol,Manual,19.01,1462,103.2,6,10.45,13.43
12434,Hyundai,Elantra,3,22886.0,Dealer,Diesel,Automatic,14.62,1493,113.42,5,17.85,25.3
12435,Hyundai,i20,5,70000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,4.5,10.24
12436,Maruti,Ciaz,2,34500.0,Individual,Petrol,Manual,21.56,1462,103.25,5,9.21,12.385
12437,Ford,Freestyle,2,15000.0,Individual,Petrol,Manual,19.0,1194,94.68,5,7.5,8.27
12438,Renault,KWID,3,28000.0,Individual,Petrol,Manual,23.01,999,67.0,5,3.45,5.385
12440,Mahindra,Scorpio,4,70000.0,Individual,Diesel,Manual,15.4,1997,120.0,7,11.0,16.81
12441,Toyota,Innova,9,121000.0,Dealer,Diesel,Manual,12.99,2494,100.0,8,12.5,24.861428571428572
12442,Tata,Nexon,2,25000.0,Individual,Diesel,Manual,21.5,1497,108.5,5,8.62,11.805
12443,Mahindra,XUV500,4,48800.0,Individual,Diesel,Automatic,16.0,2179,140.0,7,13.0,21.36
12444,Mahindra,XUV500,9,76122.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.45,20.01618556701031
12445,Hyundai,Grand,4,41000.0,Dealer,Petrol,Automatic,18.9,1197,81.86,5,5.95,7.52
12446,Maruti,Swift,8,71000.0,Individual,Petrol,Manual,18.6,1197,85.8,5,4.7,7.515
12447,Hyundai,Verna,10,81000.0,Individual,Petrol,Manual,17.1,1591,121.3,5,3.36,14.583057553956834
12448,MG,Hector,1,1005.0,Dealer,Diesel,Manual,17.41,1956,167.68,5,15.85,20.065
12449,Maruti,Swift Dzire,8,80000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,4.2,8.329472891566265
12450,Maruti,S-Presso,2,5000.0,Individual,Petrol,Manual,21.7,998,67.0,5,4.55,5.195
12451,Hyundai,Creta,6,56836.0,Dealer,Petrol,Manual,15.29,1591,121.3,5,7.9,16.307285714285715
12452,Ford,Ecosport,6,46215.0,Dealer,Petrol,Manual,15.8,1499,110.0,5,6.9,11.435
12453,Mahindra,Scorpio,8,88000.0,Dealer,Diesel,Manual,12.05,2179,120.0,8,5.85,16.59
12454,Maruti,Vitara,5,62000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.95,10.815
12455,Maruti,Ertiga,4,38461.0,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,7.9,10.22
12456,Hyundai,i20,6,44983.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.65,10.575
12457,Honda,City,4,15735.0,Dealer,Petrol,Manual,17.4,1497,117.6,5,9.25,15.84
12458,Mahindra,XUV500,7,84000.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,9.0,21.37
12459,Maruti,Swift,5,66000.0,Dealer,Diesel,Manual,25.2,1248,74.0,5,6.5,7.746715686274511
12460,Hyundai,i20,5,77000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,6.5,10.810042134831459
12461,Maruti,Wagon R,10,32908.0,Dealer,Petrol,Manual,18.9,998,67.1,5,2.5,6.3
12462,Hyundai,i20,10,78000.0,Dealer,Diesel,Manual,21.9,1396,90.0,5,4.5,11.625
12463,Maruti,Baleno,4,12351.0,Individual,Petrol,Manual,21.4,1197,83.1,5,6.4,8.69356846473029
12465,Maruti,Swift,12,63000.0,Dealer,Petrol,Manual,16.1,1197,85.0,5,2.2,7.746715686274511
12466,Hyundai,Grand,4,25100.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,5.49,7.071195054945055
12467,Volkswagen,Vento,5,56205.0,Dealer,Petrol,Automatic,18.19,1197,103.2,5,6.5,13.46
12468,Maruti,Ciaz,4,20000.0,Individual,Petrol,Manual,20.73,1373,91.1,5,8.0,11.525
12469,Hyundai,i20,3,37000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.4,11.12
12470,Maruti,Swift Dzire,9,35000.0,Individual,Petrol,Manual,17.5,1197,85.8,5,3.5,8.555
12471,Maruti,Alto,9,36000.0,Individual,Petrol,Manual,20.92,998,67.1,5,2.45,4.112027027027027
12472,Maruti,Ciaz,4,28847.0,Dealer,Petrol,Automatic,19.12,1373,91.1,5,8.5,11.73
12473,Maruti,Ertiga,5,55000.0,Dealer,Diesel,Manual,24.52,1248,88.5,7,5.95,10.38372
12474,Maruti,Eeco,6,60000.0,Individual,Petrol,Manual,15.37,1196,73.0,7,2.5,4.695
12475,Volkswagen,Polo,5,72168.0,Dealer,Diesel,Manual,20.14,1498,88.8,5,6.95,9.283830409356725
12476,Maruti,Alto,3,40000.0,Individual,Petrol,Manual,23.95,998,67.05,5,3.5,4.112027027027027
12477,Hyundai,Creta,5,85000.0,Dealer,Diesel,Manual,19.67,1582,126.2,5,10.95,17.84
12478,Maruti,Ciaz,7,44000.0,Dealer,Petrol,Manual,20.73,1373,91.2,5,5.85,11.52
12479,Hyundai,i20,9,64000.0,Individual,Petrol,Manual,18.5,1197,82.9,5,2.9,10.51
12480,Hyundai,Santro,9,47000.0,Individual,Petrol,Manual,17.92,1086,62.1,5,2.6,6.399390243902439
12481,Hyundai,i20,3,34000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,8.35,11.12
12483,Maruti,Swift,6,55429.0,Dealer,Petrol,Manual,21.21,1197,81.8,5,5.15,7.746715686274511
12484,Mahindra,KUV,5,72000.0,Dealer,Diesel,Manual,25.32,1198,77.0,6,4.75,7.8038333333333325
12485,Honda,Amaze,5,27946.0,Dealer,Diesel,Manual,24.7,1498,98.63,5,7.4,10.635
12486,Volkswagen,Polo,6,65000.0,Dealer,Petrol,Manual,16.2,1199,74.0,5,4.65,9.283830409356725
12487,Ford,Ecosport,2,15700.0,Dealer,Petrol,Automatic,14.7,1496,120.69,5,11.45,11.205
12488,Hyundai,Verna,5,50000.0,Individual,Diesel,Manual,23.9,1582,126.2,5,7.5,14.93
12489,Maruti,Swift Dzire,9,32000.0,Individual,Petrol,Manual,17.5,1298,85.8,5,4.3,8.615
12490,Renault,KWID,3,35000.0,Dealer,Petrol,Manual,23.01,999,67.0,5,4.15,5.51
12491,Hyundai,i20,4,64000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,6.1,10.725
12492,Maruti,Swift,3,20000.0,Individual,Petrol,Automatic,22.0,1197,81.8,5,6.9,7.715
12493,Maruti,Celerio,5,18000.0,Dealer,Petrol,Manual,21.63,998,67.04,5,4.5,6.275
12494,Hyundai,i20,5,41000.0,Dealer,Petrol,Manual,18.6,1197,81.86,5,5.25,10.72
12495,Honda,Amaze,3,20672.0,Dealer,Petrol,Automatic,18.3,1199,88.76,5,8.25,9.339840255591055
12496,Volkswagen,Vento,7,69000.0,Dealer,Petrol,Automatic,16.93,1197,103.2,5,4.85,13.294659090909091
12497,Mahindra,Scorpio,13,52000.0,Dealer,Diesel,Manual,12.7,2609,120.0,8,3.65,16.59
12498,Skoda,Rapid,9,87000.0,Dealer,Diesel,Manual,20.5,1598,103.5,5,4.75,12.28091836734694
12499,Tata,Nexon,4,15700.0,Dealer,Petrol,Manual,17.0,1198,108.5,5,6.5,11.819144736842105
12501,Maruti,Alto,8,45019.0,Dealer,Petrol,Manual,22.74,796,47.3,5,2.85,4.295
12502,Hyundai,i20,4,60000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.95,10.810042134831459
12503,Maruti,Swift Dzire,4,53154.0,Dealer,Petrol,Manual,17.5,1298,85.8,5,7.25,9.13
12504,Hyundai,Creta,5,47000.0,Dealer,Diesel,Automatic,18.5,1493,113.42,5,9.9,16.307285714285715
12505,Hyundai,i10,11,70000.0,Individual,Petrol,Manual,19.81,1086,68.05,5,1.7,7.138266666666667
12506,Honda,WR-V,3,68368.0,Dealer,Diesel,Manual,25.5,1498,98.6,5,10.1,12.84
12507,Hyundai,i20,8,89000.0,Individual,Diesel,Manual,21.9,1396,88.8,5,4.0,11.61
12508,Hyundai,Venue,1,6000.0,Dealer,Petrol,Automatic,18.15,998,118.35,5,12.3,11.073431372549019
12509,Renault,Duster,8,120000.0,Individual,Diesel,Manual,20.45,1461,83.8,5,3.8,14.16888888888889
12510,Maruti,Baleno,4,70000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,6.2,8.475
12511,Maruti,Wagon R,4,35000.0,Individual,Petrol,Manual,20.51,998,67.04,5,4.0,6.48
12512,Mahindra,KUV,5,21000.0,Dealer,Diesel,Manual,25.32,1198,77.0,5,4.25,7.8038333333333325
12513,Honda,WR-V,4,68000.0,Individual,Petrol,Manual,17.5,1199,88.7,5,7.5,11.13
12514,Volkswagen,Polo,9,57000.0,Dealer,Diesel,Manual,22.07,1199,73.9,5,3.35,9.283830409356725
12515,Hyundai,i20,6,50000.0,Individual,Diesel,Manual,21.19,1396,88.73,5,5.9,10.810042134831459
12516,Maruti,Baleno,5,4300.0,Individual,Petrol,Manual,21.4,1197,83.1,5,6.65,9.31
12517,Hyundai,Verna,3,35000.0,Individual,Petrol,Manual,17.7,1591,121.3,5,9.0,13.81
12518,Maruti,Ertiga,9,100000.0,Individual,Diesel,Manual,20.77,1248,88.8,7,5.25,10.38372
12519,Mahindra,KUV,5,50000.0,Individual,Petrol,Manual,18.15,1198,82.0,6,4.0,8.335
12520,Honda,City,14,90000.0,Dealer,Petrol,Manual,16.9,1497,100.0,5,2.75,15.192078825347759
12521,Maruti,Swift Dzire,5,50000.0,Individual,Petrol,Manual,20.85,1197,83.14,5,4.89,8.465
12522,Maruti,Wagon R,5,24000.0,Dealer,Petrol,Automatic,20.51,998,67.0,5,3.75,6.185586145648313
12524,Hyundai,i20,10,40000.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,2.5,10.72
12526,Hyundai,i20,9,98000.0,Dealer,Diesel,Manual,21.27,1396,88.76,5,3.75,11.26
12527,Hyundai,i20,2,3500.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,8.95,11.26
12528,Ford,Figo,9,48507.0,Dealer,Petrol,Manual,15.6,1196,70.0,5,2.7,7.41
12529,Hyundai,Grand,3,18000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,4.9,6.92
12530,Skoda,Rapid,4,47000.0,Dealer,Diesel,Automatic,21.72,1498,108.6,5,10.75,12.28091836734694
12531,Hyundai,Santro,2,18000.0,Individual,Petrol,Manual,20.3,1086,68.0,5,4.5,6.15
12532,Tata,Nexon,3,26000.0,Individual,Diesel,Manual,21.5,1497,108.5,5,9.5,13.735
12533,Maruti,Swift Dzire,6,112000.0,Individual,Diesel,Manual,26.59,1248,74.0,5,5.5,8.329472891566265
12534,Maruti,Alto,7,44000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.25,3.92
12535,Honda,City,17,170000.0,Individual,Petrol,Automatic,12.0,1493,100.0,5,1.5,14.905
12536,Toyota,Innova,7,115000.0,Dealer,Diesel,Manual,12.99,2494,100.0,7,9.9,24.861428571428572
12537,Mahindra,Scorpio,6,120000.0,Individual,Diesel,Manual,15.4,2179,120.0,7,9.1,16.81
12538,Ford,Ecosport,3,23540.0,Dealer,Petrol,Automatic,14.8,1497,121.36,5,10.25,11.718629283489095
12539,Maruti,Baleno,4,39000.0,Dealer,Diesel,Manual,27.39,1248,74.0,5,6.95,8.69356846473029
12540,Hyundai,i20,9,94000.0,Dealer,Diesel,Manual,23.0,1396,90.0,5,3.9,11.26
12541,Maruti,Wagon R,7,90000.0,Individual,CNG,Manual,26.6,998,58.16,5,3.0,6.185586145648313
12542,Honda,City,4,70000.0,Dealer,Petrol,Manual,17.4,1497,117.3,5,8.8,15.84
12543,Maruti,Swift Dzire,8,90000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,4.6,8.329472891566265
12544,Hyundai,Grand,7,17000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.35,7.24
12545,Ford,Ecosport,6,61000.0,Dealer,Petrol,Automatic,14.7,1496,120.69,5,7.25,12.045
12546,Maruti,Swift Dzire,5,50000.0,Individual,Petrol,Manual,20.85,1197,83.14,5,5.8,8.95
12547,Maruti,Swift,10,100000.0,Individual,Diesel,Manual,17.8,1248,75.0,5,3.3,7.746715686274511
12548,Honda,City,9,33000.0,Dealer,Petrol,Manual,17.4,1497,117.3,5,6.75,15.84
12549,Maruti,Swift,6,102000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,5.5,7.746715686274511
12550,Maruti,Swift,6,85000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,5.5,7.85
12551,Tata,Nexon,3,66817.0,Individual,Diesel,Manual,21.5,1497,108.5,5,6.65,11.95
12552,Maruti,Eeco,4,27000.0,Dealer,Petrol,Manual,15.37,1196,73.0,5,4.1,5.045
12553,Maruti,Wagon R,13,89430.0,Dealer,Petrol,Manual,18.9,1061,67.0,5,2.49,6.675
12554,Honda,Amaze,5,79000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,4.9,8.855
12555,Hyundai,Verna,3,28000.0,Individual,Diesel,Automatic,22.0,1582,126.2,5,13.0,16.095
12556,Toyota,Innova,11,58980.0,Dealer,Diesel,Manual,12.8,2494,102.0,8,4.5,24.861428571428572
12557,Renault,Duster,5,70000.0,Individual,Diesel,Manual,19.87,1461,83.8,5,5.8,14.16888888888889
12558,Maruti,Alto,2,10000.0,Individual,Petrol,Manual,23.95,998,67.05,5,3.6,4.112027027027027
12559,Hyundai,Creta,4,60008.0,Dealer,Diesel,Automatic,17.01,1582,126.2,5,9.75,16.307285714285715
12560,Honda,City,4,28000.0,Dealer,Petrol,Manual,17.4,1497,117.3,5,8.8,15.84
12561,Maruti,Swift Dzire,4,50000.0,Individual,Diesel,Automatic,28.4,1248,74.02,5,8.5,8.329472891566265
12563,Volkswagen,Vento,10,74000.0,Dealer,Diesel,Manual,20.54,1598,103.6,5,4.15,13.294659090909091
12565,Volkswagen,Polo,4,46000.0,Dealer,Diesel,Manual,15.11,1598,103.6,5,7.9,9.283830409356725
12566,Maruti,Wagon R,5,44000.0,Dealer,Petrol,Automatic,20.51,998,67.0,5,3.4,6.135
12568,Nissan,X-Trail,9,95000.0,Dealer,Diesel,Manual,14.42,1995,147.6,5,5.95,22.76
12569,Renault,Triber,2,7100.0,Individual,Petrol,Manual,20.0,999,72.0,7,7.1,7.53
12570,Hyundai,i20,2,30000.0,Dealer,Petrol,Manual,18.6,1197,81.86,5,6.75,10.810042134831459
12571,Hyundai,i20,3,40000.0,Individual,Petrol,Automatic,17.4,1197,81.86,5,7.9,11.06
12572,Volkswagen,Polo,6,23000.0,Dealer,Diesel,Manual,20.14,1498,88.8,5,5.45,9.283830409356725
12573,Volkswagen,Polo,6,42000.0,Dealer,Diesel,Manual,20.14,1498,88.8,5,6.4,9.283830409356725
12574,Maruti,Celerio,5,36545.0,Dealer,Petrol,Manual,23.1,998,67.04,5,4.5,6.275
12575,Ford,Aspire,6,38000.0,Dealer,Diesel,Manual,25.83,1498,99.0,5,5.5,9.105087719298245
12576,Maruti,Alto,12,35000.0,Dealer,Petrol,Manual,19.7,796,46.3,5,2.2,4.112027027027027
12577,Toyota,Innova,10,120000.0,Individual,Diesel,Manual,12.8,2494,102.0,8,4.5,24.861428571428572
12578,Maruti,Swift Dzire,2,5000.0,Individual,Petrol,Manual,21.21,1197,81.8,5,7.3,8.615
12579,Maruti,Alto,13,40000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.8,4.112027027027027
12580,Maruti,Swift,3,30000.0,Dealer,Petrol,Manual,20.4,1197,81.8,5,4.8,7.65
12581,Tata,Tigor,3,70000.0,Individual,Petrol,Manual,20.3,1199,84.0,5,4.5,7.355
12582,Honda,City,7,40000.0,Dealer,Petrol,Manual,17.4,1497,117.3,5,6.5,14.74
12583,Skoda,Rapid,4,50000.0,Individual,Diesel,Manual,21.13,1498,108.6,5,9.5,12.28091836734694
12584,Honda,City,11,54000.0,Individual,Petrol,Automatic,16.8,1497,118.0,5,3.1,14.945
12585,Hyundai,i20,8,30000.0,Individual,Petrol,Manual,18.5,1197,82.85,5,4.3,11.06
12586,Mahindra,Scorpio,11,58200.0,Dealer,Diesel,Manual,12.05,2179,120.0,8,4.65,17.309853556485354
12587,Hyundai,Grand,3,10000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.75,6.525
12588,Maruti,Baleno,4,45000.0,Dealer,Diesel,Manual,27.39,1248,74.0,5,6.75,8.69356846473029
12589,Honda,City,6,64700.0,Dealer,Petrol,Automatic,18.0,1497,117.3,5,6.9,14.945
12591,Maruti,Ciaz,4,54500.0,Dealer,Petrol,Automatic,19.12,1373,91.1,5,7.3,11.73
12592,Honda,City,9,60000.0,Individual,Petrol,Automatic,16.8,1497,116.4,5,4.25,14.945
12593,Maruti,Swift,11,80000.0,Individual,Diesel,Manual,17.8,1248,75.0,5,2.7,7.746715686274511
12594,Maruti,Ciaz,6,35000.0,Individual,Petrol,Manual,20.73,1373,91.1,5,6.0,11.935
12595,Honda,WR-V,3,68000.0,Dealer,Diesel,Manual,25.5,1498,98.6,5,9.55,12.84
12596,Maruti,Celerio,2,52000.0,Individual,Petrol,Manual,23.1,998,67.04,5,4.0,5.93
12598,Maruti,Celerio,3,15000.0,Individual,Petrol,Manual,21.63,998,67.05,5,4.85,6.24
12599,Maruti,Alto,6,50000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.3,4.112027027027027
12600,Renault,KWID,5,38000.0,Dealer,Petrol,Manual,25.17,799,53.3,5,3.75,5.067586206896552
